survey2,hhid2,indID,relat,gender,age,degree,wf2
bsh,1005800,1,1,2,80,3,26.304001
bsh,1005820,1,1,2,64,4,26.304001
bsh,1005830,1,1,2,75,2,26.304001
bsh,1005930,1,9,1,28,5,41.384823
bsh,1005930,2,9,1,27,5,41.384823
bsh,1005930,3,9,2,24,3,41.384823
bsh,1005940,1,1,2,17,,47.860001
bsh,1005944,1,1,2,27,3,47.860001
bsh,1006150,1,2,1,64,3,73.760704
bsh,1006150,2,2,2,64,3,73.760704
bsh,1006160,1,3,1,72,5,41.384823
bsh,1006160,2,3,2,68,5,41.384823
bsh,1006160,3,4,2,49,3,41.384823
bsh,1006160,4,6,1,22,3,41.384823
bsh,1006170,1,3,1,61,5,41.384823
bsh,1006170,2,3,2,58,6,41.384823
bsh,1006170,3,4,1,26,4,41.384823
bsh,1006170,4,4,1,26,3,41.384823
bsh,1006200,1,1,2,80,1,48.650002
bsh,1006210,1,1,2,77,1,48.650002
bsh,1006230,1,2,1,34,6,31.027939
bsh,1006230,2,2,2,34,5,31.027939
bsh,1006270,1,1,2,43,4,48.650002
bsh,1006320,1,1,1,26,3,48.650002
bsh,1006340,1,1,1,20,3,36.509998
bsh,1006360,1,1,1,28,5,21.900682
bsh,1006390,1,9,2,25,3,31.027939
bsh,1006390,2,9,1,25,3,31.027939
bsh,1006400,1,9,2,25,3,31.027939
bsh,1006400,2,9,1,27,3,31.027939
bsh,1006430,1,3,1,33,5,67.446861
bsh,1006430,2,3,2,33,5,67.446861
bsh,1006430,3,4,1,3,,67.446861
bsh,1006430,4,4,1,1,,67.446861
bsh,1006470,1,1,2,29,3,48.650002
bsh,1006510,1,3,1,29,5,67.446861
bsh,1006510,2,3,2,25,5,67.446861
bsh,1006510,3,4,2,2,,67.446861
bsh,1006520,1,9,1,26,3,29.123976
bsh,1006520,2,9,2,25,3,29.123976
bsh,1006530,1,9,1,24,3,31.027939
bsh,1006530,2,9,1,23,3,31.027939
bsh,1006580,1,1,2,75,1,48.650002
bsh,1006650,1,1,2,26,3,36.509998
bsh,1006670,1,9,2,24,3,12.779849
bsh,1006670,2,9,2,26,5,12.779849
bsh,1006690,1,3,1,42,3,40.142345
bsh,1006690,2,3,2,33,3,40.142345
bsh,1006690,3,4,2,10,,40.142345
bsh,1006690,4,4,1,8,,40.142345
bsh,1006690,5,4,1,1,,40.142345
bsh,1006690,6,5,2,66,1,40.142345
bsh,1006700,1,1,2,64,4,21.900682
bsh,1006710,1,3,1,30,1,40.142345
bsh,1006710,2,3,2,30,3,40.142345
bsh,1006710,3,4,1,7,,40.142345
bsh,1006710,4,4,2,5,,40.142345
bsh,1006710,5,4,2,3,,40.142345
bsh,1006710,6,4,2,2,,40.142345
bsh,1006740,1,3,1,34,5,40.142345
bsh,1006740,2,3,2,28,5,40.142345
bsh,1006740,3,4,2,6,,40.142345
bsh,1006740,4,4,2,2,,40.142345
bsh,1006790,1,7,2,27,3,12.779849
bsh,1006790,2,7,1,29,5,12.779849
bsh,1006800,1,2,1,24,3,12.779849
bsh,1006800,2,2,2,23,3,12.779849
bsh,1006960,1,9,2,23,3,36.469151
bsh,1006960,2,9,1,23,3,36.469151
bsh,1006960,3,9,1,24,3,36.469151
bsh,1006970,1,3,1,28,4,36.469151
bsh,1006970,2,6,2,28,4,36.469151
bsh,1006970,3,4,2,9,,36.469151
bsh,1006970,4,4,2,8,,36.469151
bsh,1006970,5,4,2,6,,36.469151
bsh,1006970,6,4,1,4,,36.469151
bsh,1007010,1,1,1,45,1,36.509998
bsh,1007020,1,2,1,82,3,36.576382
bsh,1007020,2,2,2,77,3,36.576382
bsh,1007040,1,3,2,68,1,36.576382
bsh,1007040,2,4,1,28,3,36.576382
bsh,1007110,1,1,1,26,3,36.509998
bsh,1007210,1,1,1,27,3,36.509998
bsh,1007280,1,3,1,36,1,20.208656
bsh,1007280,2,4,1,17,,20.208656
bsh,1007280,3,4,1,16,,20.208656
bsh,1007280,4,4,1,16,,20.208656
bsh,1007280,5,4,2,16,,20.208656
bsh,1007280,6,4,1,16,,20.208656
bsh,1007280,7,4,2,15,,20.208656
bsh,1007280,8,4,1,15,,20.208656
bsh,1007280,9,4,1,15,,20.208656
bsh,1007350,1,4,2,49,1,22.451506
bsh,1007350,2,3,1,69,1,22.451506
bsh,1007380,1,3,2,53,4,21.968479
bsh,1007380,2,3,1,55,4,21.968479
bsh,1007380,3,4,1,16,,21.968479
bsh,1007380,4,4,2,22,3,21.968479
bsh,1007620,1,3,2,64,4,34.976913
bsh,1007620,2,4,1,26,3,34.976913
bsh,1007620,3,4,2,28,3,34.976913
bsh,1007620,4,4,2,30,3,34.976913
bsh,1007620,5,4,2,34,3,34.976913
bsh,1007620,6,6,1,20,4,34.976913
bsh,1007640,1,3,1,46,3,34.976913
bsh,1007640,2,3,2,45,4,34.976913
bsh,1007640,3,4,2,22,3,34.976913
bsh,1007640,4,4,1,13,,34.976913
bsh,1007660,1,3,2,39,4,34.976913
bsh,1007660,2,4,2,14,,34.976913
bsh,1007660,3,4,1,11,,34.976913
bsh,1007660,4,4,1,11,,34.976913
bsh,1007710,1,3,1,41,5,34.976913
bsh,1007710,2,3,2,39,5,34.976913
bsh,1007710,3,4,2,19,3,34.976913
bsh,1007750,1,1,1,75,6,34.709999
bsh,1007780,1,3,1,40,2,34.976913
bsh,1007780,2,3,2,35,2,34.976913
bsh,1007780,3,4,2,4,,34.976913
bsh,1007780,4,4,2,2,,34.976913
bsh,1007800,1,2,1,30,5,33.855881
bsh,1007800,2,2,2,25,3,33.855881
bsh,1007880,1,2,1,62,2,44.678734
bsh,1007880,2,2,2,57,5,44.678734
bsh,1007930,1,3,2,51,4,47.359657
bsh,1007930,2,4,1,22,4,47.359657
bsh,1007930,3,4,1,13,,47.359657
bsh,1007961,1,3,1,55,1,47.359657
bsh,1007961,2,3,2,38,3,47.359657
bsh,1007961,3,4,2,14,,47.359657
bsh,1007961,4,4,1,12,,47.359657
bsh,1007961,5,4,1,4,,47.359657
bsh,1007971,1,3,1,33,3,47.359657
bsh,1007971,2,3,2,31,5,47.359657
bsh,1007971,3,4,1,6,,47.359657
bsh,1007971,4,4,2,1,,47.359657
bsh,1008001,1,3,1,62,1,47.359657
bsh,1008001,2,3,2,56,3,47.359657
bsh,1008001,3,4,1,25,3,47.359657
bsh,1008001,4,4,1,22,3,47.359657
bsh,1008021,1,2,1,70,5,44.678734
bsh,1008021,2,2,2,67,5,44.678734
bsh,1008110,1,3,1,54,1,47.359657
bsh,1008110,2,3,2,51,2,47.359657
bsh,1008110,3,4,2,26,3,47.359657
bsh,1008110,4,4,1,25,2,47.359657
bsh,1008110,5,4,1,22,4,47.359657
bsh,1008120,1,3,2,45,5,47.359657
bsh,1008120,2,3,1,57,3,47.359657
bsh,1008120,3,4,1,15,,47.359657
bsh,1008190,1,2,1,91,2,33.76796
bsh,1008190,2,2,2,84,2,33.76796
bsh,1008210,1,1,2,82,3,44.389999
bsh,1008220,1,1,1,73,6,50.810001
bsh,1008230,1,1,2,82,5,44.389999
bsh,1008250,1,1,1,62,6,50.810001
bsh,1008320,1,3,2,54,4,49.488579
bsh,1008320,2,3,1,33,2,49.488579
bsh,1008320,3,4,1,32,3,49.488579
bsh,1008340,1,2,1,74,2,33.76796
bsh,1008340,2,2,2,65,3,33.76796
bsh,1008400,1,1,2,65,2,44.389999
bsh,1008430,1,1,2,78,1,44.389999
bsh,1008490,1,3,1,42,4,49.488579
bsh,1008490,2,3,2,39,5,49.488579
bsh,1008490,3,4,1,18,1,49.488579
bsh,1008490,4,4,2,13,,49.488579
bsh,1008490,5,4,1,7,,49.488579
bsh,1008510,1,3,1,55,3,49.488579
bsh,1008510,2,3,2,47,5,49.488579
bsh,1008510,3,4,2,26,3,49.488579
bsh,1008510,4,4,1,23,3,49.488579
bsh,1008520,1,3,1,45,4,49.488579
bsh,1008520,2,3,2,46,4,49.488579
bsh,1008520,3,4,1,22,3,49.488579
bsh,1008530,1,2,1,50,5,33.76796
bsh,1008530,2,2,2,43,5,33.76796
bsh,1008540,1,2,1,32,3,33.76796
bsh,1008540,2,2,2,28,3,33.76796
bsh,1008561,1,3,1,29,4,49.488579
bsh,1008561,2,3,2,27,3,49.488579
bsh,1008561,3,4,2,4,,49.488579
bsh,1008561,4,4,1,2,,49.488579
bsh,1008700,1,3,1,55,6,62.070091
bsh,1008700,2,3,2,47,5,62.070091
bsh,1008700,3,4,1,17,,62.070091
bsh,1008700,4,4,1,8,,62.070091
bsh,1008700,5,5,2,85,1,62.070091
bsh,1008760,1,3,2,41,6,24.195238
bsh,1008760,2,4,2,19,3,24.195238
bsh,1008780,1,4,2,54,3,31.027939
bsh,1008780,2,3,2,88,1,31.027939
bsh,1008800,1,3,1,50,1,62.070091
bsh,1008800,2,3,2,48,1,62.070091
bsh,1008800,3,4,1,25,3,62.070091
bsh,1008800,4,4,1,19,3,62.070091
bsh,1008800,5,4,1,14,,62.070091
bsh,1008800,6,4,1,8,,62.070091
bsh,1008810,1,3,1,24,5,62.070091
bsh,1008810,2,3,2,24,3,62.070091
bsh,1008810,3,4,1,1,,62.070091
bsh,1008830,1,3,1,28,4,67.446861
bsh,1008830,2,3,2,26,3,67.446861
bsh,1008830,3,3,1,4,,67.446861
bsh,1008830,4,4,1,3,,67.446861
bsh,1008830,5,4,1,3,,67.446861
bsh,1008830,6,4,2,2,,67.446861
bsh,1008830,7,4,1,1,,67.446861
bsh,1008830,8,4,1,1,,67.446861
bsh,1008850,1,9,1,21,5,62.070091
bsh,1008850,2,9,1,33,5,62.070091
bsh,1008850,3,9,1,44,5,62.070091
bsh,1008860,1,2,1,52,5,24.195238
bsh,1008860,2,2,2,55,5,24.195238
bsh,1008900,1,3,2,39,4,21.968479
bsh,1008900,2,3,1,40,4,21.968479
bsh,1008900,3,4,1,18,,21.968479
bsh,1008900,4,4,2,14,,21.968479
bsh,1008910,1,3,1,53,3,62.070091
bsh,1008910,2,4,2,16,,62.070091
bsh,1008910,3,4,2,13,,62.070091
bsh,1008910,4,4,1,5,,62.070091
bsh,1008991,1,4,1,31,4,24.195238
bsh,1008991,2,3,2,55,5,24.195238
bsh,1009040,1,1,1,36,5,20.8125
bsh,1009050,1,3,1,36,4,20.208656
bsh,1009050,2,3,2,28,4,20.208656
bsh,1009050,3,4,1,9,,20.208656
bsh,1009050,4,4,2,9,,20.208656
bsh,1009050,5,4,2,4,,20.208656
bsh,1009090,1,4,1,43,4,13.717386
bsh,1009090,2,3,2,69,3,13.717386
bsh,1009130,1,2,1,69,1,13.717386
bsh,1009130,2,2,2,61,1,13.717386
bsh,1009180,1,3,1,53,3,23.747185
bsh,1009180,2,3,2,51,3,23.747185
bsh,1009180,3,4,2,24,3,23.747185
bsh,1009190,1,3,1,54,5,23.747185
bsh,1009190,2,3,2,45,5,23.747185
bsh,1009190,3,4,1,25,3,23.747185
bsh,1009190,4,4,2,20,3,23.747185
bsh,1009200,1,1,2,71,4,20.836666
bsh,1009210,1,3,1,51,6,23.747185
bsh,1009210,2,3,2,53,5,23.747185
bsh,1009210,3,4,1,16,2,23.747185
bsh,1009230,1,3,2,53,3,23.747185
bsh,1009230,2,4,1,22,3,23.747185
bsh,1009230,3,4,1,17,,23.747185
bsh,1009230,4,4,1,15,,23.747185
bsh,1009230,5,4,2,13,,23.747185
bsh,1009270,1,3,2,48,3,14.288
bsh,1009270,2,4,2,17,,14.288
bsh,1009290,1,3,1,36,3,23.747185
bsh,1009290,2,3,2,36,4,23.747185
bsh,1009290,3,4,1,4,,23.747185
bsh,1009290,4,4,2,2,,23.747185
bsh,1009320,1,3,1,47,4,23.747185
bsh,1009320,2,3,2,41,2,23.747185
bsh,1009320,3,4,2,15,,23.747185
bsh,1009320,4,4,2,8,,23.747185
bsh,1009320,5,4,1,4,,23.747185
bsh,1009370,1,3,1,39,6,58.547543
bsh,1009370,2,3,2,39,6,58.547543
bsh,1009370,3,4,1,14,,58.547543
bsh,1009370,4,4,2,10,,58.547543
bsh,1009370,5,4,2,1,,58.547543
bsh,1009370,6,5,1,67,6,58.547543
bsh,1009370,7,5,2,63,6,58.547543
bsh,1009410,1,3,1,29,2,58.547543
bsh,1009410,2,3,2,26,3,58.547543
bsh,1009410,3,4,2,5,,58.547543
bsh,1009410,4,4,1,2,,58.547543
bsh,1009420,1,2,1,74,7,34.228294
bsh,1009420,2,2,2,64,6,34.228294
bsh,1009450,1,2,1,62,6,34.228294
bsh,1009450,2,2,2,62,5,34.228294
bsh,1009470,1,2,1,44,7,34.228294
bsh,1009470,2,2,2,42,3,34.228294
bsh,1009520,1,1,1,90,6,20.836666
bsh,1009530,1,3,1,51,6,58.547543
bsh,1009530,2,3,2,47,3,58.547543
bsh,1009530,3,4,2,12,,58.547543
bsh,1009530,4,4,1,9,,58.547543
bsh,1009560,1,1,1,61,3,50.947777
bsh,1009600,1,3,1,28,4,58.547543
bsh,1009600,2,3,2,24,4,58.547543
bsh,1009600,3,4,1,5,,58.547543
bsh,1009600,4,4,1,3,,58.547543
bsh,1009600,5,4,2,2,,58.547543
bsh,1009630,1,3,1,32,4,58.547543
bsh,1009630,2,3,2,29,5,58.547543
bsh,1009630,3,4,2,1,,58.547543
bsh,1009640,1,3,1,67,5,58.547543
bsh,1009640,2,3,2,53,4,58.547543
bsh,1009640,3,9,1,45,4,58.547543
bsh,1009640,4,9,2,39,3,58.547543
bsh,1009640,5,9,2,17,,58.547543
bsh,1009640,6,9,2,5,,58.547543
bsh,1009640,7,6,2,20,3,58.547543
bsh,1009670,1,3,2,44,5,58.547543
bsh,1009670,2,4,2,20,3,58.547543
bsh,1009670,3,4,1,15,,58.547543
bsh,1009700,1,3,1,54,4,58.547543
bsh,1009700,2,3,2,49,4,58.547543
bsh,1009700,3,4,1,20,4,58.547543
bsh,1009710,1,3,1,50,2,58.547543
bsh,1009710,2,3,2,44,4,58.547543
bsh,1009710,3,4,2,13,,58.547543
bsh,1009730,1,1,1,60,3,50.947777
bsh,1009800,1,3,2,53,6,34.228294
bsh,1009800,2,4,2,27,5,34.228294
bsh,1009810,1,1,1,65,6,50.947777
bsh,1009820,1,3,1,58,6,58.547543
bsh,1009820,2,3,2,57,6,58.547543
bsh,1009820,3,4,1,21,3,58.547543
bsh,1009830,1,3,1,43,5,58.547543
bsh,1009830,2,3,2,40,6,58.547543
bsh,1009830,3,4,1,18,1,58.547543
bsh,1009830,4,4,2,14,,58.547543
bsh,1009830,5,4,1,10,,58.547543
bsh,1009860,1,3,1,44,2,58.547543
bsh,1009860,2,3,2,40,4,58.547543
bsh,1009860,3,4,1,17,,58.547543
bsh,1009860,4,4,2,10,,58.547543
bsh,1009870,1,3,1,54,4,62.070091
bsh,1009870,2,3,2,49,5,62.070091
bsh,1009870,3,4,2,10,,62.070091
bsh,1009870,4,4,1,14,,62.070091
bsh,1009890,1,3,1,44,4,12.616068
bsh,1009890,2,3,2,39,4,12.616068
bsh,1009890,3,4,2,14,,12.616068
bsh,1009890,4,4,1,10,,12.616068
bsh,1009900,1,2,1,72,1,4.039887
bsh,1009900,2,2,2,64,2,4.039887
bsh,1009910,1,3,1,44,5,12.616068
bsh,1009910,2,3,2,39,5,12.616068
bsh,1009910,3,4,1,8,,12.616068
bsh,1009910,4,5,2,75,5,12.616068
bsh,1009920,1,2,1,67,5,4.039887
bsh,1009920,2,2,2,66,5,4.039887
bsh,1009940,1,2,1,63,2,4.039887
bsh,1009940,2,2,2,53,1,4.039887
bsh,1009950,1,3,1,34,5,31.095959
bsh,1009950,2,3,2,34,3,31.095959
bsh,1009950,3,4,1,4,,31.095959
bsh,1009950,4,4,2,3,,31.095959
bsh,1009960,1,3,1,34,5,12.616068
bsh,1009960,2,3,2,33,5,12.616068
bsh,1009960,3,4,1,6,,12.616068
bsh,1009960,4,4,2,4,,12.616068
bsh,1009970,1,3,1,54,5,12.616068
bsh,1009970,2,3,2,50,5,12.616068
bsh,1009970,3,4,2,16,,12.616068
bsh,1009980,1,2,1,66,5,12.616068
bsh,1009980,2,2,2,62,5,12.616068
bsh,1009980,3,6,1,35,4,12.616068
bsh,1009990,1,3,1,50,4,12.616068
bsh,1009990,2,3,2,47,5,12.616068
bsh,1009990,3,4,2,23,3,12.616068
bsh,1009990,4,4,2,21,3,12.616068
bsh,1009990,5,4,1,14,,12.616068
bsh,1010000,1,2,1,60,3,27.44556
bsh,1010000,2,2,2,60,3,27.44556
bsh,1010010,1,3,1,47,4,12.616068
bsh,1010010,2,3,2,44,3,12.616068
bsh,1010010,3,4,2,21,3,12.616068
bsh,1010010,4,4,2,18,3,12.616068
bsh,1010010,5,4,1,16,,12.616068
bsh,1010010,6,4,1,12,,12.616068
bsh,1010210,1,3,2,52,5,49.087635
bsh,1010210,2,3,1,58,1,49.087635
bsh,1010210,3,4,2,26,3,49.087635
bsh,1010240,1,3,2,35,5,49.087635
bsh,1010240,2,3,1,39,7,49.087635
bsh,1010240,3,4,2,4,,49.087635
bsh,1010240,4,4,1,2,,49.087635
bsh,1010250,1,6,1,25,3,49.087635
bsh,1010250,2,9,2,26,4,49.087635
bsh,1010250,3,6,1,26,3,49.087635
bsh,1010260,1,3,2,34,6,49.087635
bsh,1010260,2,3,1,36,6,49.087635
bsh,1010260,3,4,1,9,,49.087635
bsh,1010260,4,4,2,5,,49.087635
bsh,1010260,5,4,2,2,,49.087635
bsh,1010270,1,2,2,27,5,25.836491
bsh,1010270,2,2,1,35,5,25.836491
bsh,1010280,1,3,1,53,2,49.087635
bsh,1010280,2,3,2,53,4,49.087635
bsh,1010280,3,4,2,24,3,49.087635
bsh,1010280,4,4,1,17,,49.087635
